mpeak_01                 6.83000E+01     1.000000E-02  mpeak
mpeak_02                 2.23500E+02     1.000000E-02  mpeak
mpeak_03                 1.86500E+02     1.000000E-02  mpeak
mpeak_04                 7.12000E+01     1.000000E-02  mpeak
mpeak_05                 1.40000E+01     1.000000E-02  mpeak
mpeak_06                 1.28100E+02     1.000000E-02  mpeak
mpeak_07                 3.26030E+03     1.000000E-02  mpeak
mpeak_08                 1.75120E+03     1.000000E-02  mpeak
mpeak_09                 1.36700E+02     1.000000E-02  mpeak
mpeak_10                 7.97000E+01     1.000000E-02  mpeak
mpeak_11                 6.12000E+01     1.000000E-02  mpeak
mpeak_12                 1.71000E+01     1.000000E-02  mpeak
mpeak_13                 1.58000E+02     1.000000E-02  mpeak
mpeak_14                 1.36700E+02     1.000000E-02  mpeak
mpeak_15                 4.70000E+01     1.000000E-02  mpeak
mpeak_16                 1.99000E+01     1.000000E-02  mpeak
mpeak_17                 4.41000E+01     1.000000E-02  mpeak
mpeak_18                 1.46600E+02     1.000000E-02  mpeak
mpeak_19                 2.12100E+02     1.000000E-02  mpeak
mpeak_20                 2.46300E+02     1.000000E-02  mpeak
mpeak_21                 1.97900E+02     1.000000E-02  mpeak
mpeak_22                 1.72300E+02     1.000000E-02  mpeak
mpeak_23                 1.46600E+02     1.000000E-02  mpeak
mpeak_24                 9.40000E+01     1.000000E-02  mpeak
mpeak_25                 9.25000E+01     1.000000E-02  mpeak
mpeak_26                 1.71000E+01     1.000000E-02  mpeak
mpeak_27                 1.99000E+01     1.000000E-02  mpeak
mpeak_28                 8.54000E+01     1.000000E-02  mpeak
mpeak_29                 7.83000E+01     1.000000E-02  mpeak
mpeak_30                 2.14000E+01     1.000000E-02  mpeak
mpeak_31                 1.00000E+01     1.000000E-02  mpeak
mpeak_32                 7.38900E+02     1.000000E-02  mpeak
mpeak_33                 1.60900E+02     1.000000E-02  mpeak
mpeak_34                 5.84000E+01     1.000000E-02  mpeak
mpeak_35                 3.56000E+01     1.000000E-02  mpeak
mpeak_36                 2.99000E+01     1.000000E-02  mpeak
mpeak_37                 2.28000E+01     1.000000E-02  mpeak
mpeak_38                 1.85000E+01     1.000000E-02  mpeak
mpeak_39                 1.71000E+01     1.000000E-02  mpeak
mpeak_40                 7.83000E+01     1.000000E-02  mpeak
mpeak_41                 1.26700E+02     1.000000E-02  mpeak
mpeak_42                 1.99000E+01     1.000000E-02  mpeak
mpeak_43                 1.85000E+01     1.000000E-02  mpeak
mpeak_44                 9.40000E+01     1.000000E-02  mpeak
mpeak_45                 2.15000E+02     1.000000E-02  mpeak
mpeak_46                 3.48800E+02     1.000000E-02  mpeak
mpeak_47                 1.25000E+01     1.000000E-02  mpeak
mpeak_48                 1.71000E+01     1.000000E-02  mpeak
mpeak_49                 2.99000E+01     1.000000E-02  mpeak
mpeak_50                 2.28000E+01     1.000000E-02  mpeak
mpeak_51                 1.22730E+03     1.000000E-02  mpeak
mpeak_52                 6.98000E+01     1.000000E-02  mpeak
mpeak_53                 5.84000E+01     1.000000E-02  mpeak
mpeak_54                 7.12000E+01     1.000000E-02  mpeak
mpeak_55                 2.56000E+01     1.000000E-02  mpeak
mpeak_56                 7.10000E+00     1.000000E-02  mpeak
mpeak_57                 4.41000E+01     1.000000E-02  mpeak
mpeak_58                 3.99000E+01     1.000000E-02  mpeak
mpeak_59                 1.80810E+03     1.000000E-02  mpeak
mpeak_60                 9.96600E+02     1.000000E-02  mpeak
mpeak_61                 3.27000E+01     1.000000E-02  mpeak
mpeak_62                 2.14000E+01     1.000000E-02  mpeak
mpeak_63                 1.95100E+02     1.000000E-02  mpeak
mpeak_64                 1.75100E+02     1.000000E-02  mpeak
mpeak_65                 1.08200E+02     1.000000E-02  mpeak
mpeak_66                 1.05400E+02     1.000000E-02  mpeak
mpeak_67                 6.98000E+01     1.000000E-02  mpeak
mpeak_68                 5.13000E+01     1.000000E-02  mpeak
mpeak_69                 2.71000E+01     1.000000E-02  mpeak
mpeak_70                 5.13000E+01     1.000000E-02  mpeak
mpeak_71                 4.59900E+02     1.000000E-02  mpeak
mpeak_72                 3.56000E+01     1.000000E-02  mpeak
mpeak_73                 9.97000E+01     1.000000E-02  mpeak
mpeak_74                 5.63800E+02     1.000000E-02  mpeak
